date,tweet_id,tweet,username,replies_score,retweet_score,likes_score,quotes_score
2023-01-08 23:56:47+00:00,1612236908830289920,"Whos the nazi now huh #Russia ?

#UkraineRussiaWar #UkraineWar #Ukrainian #UkraineWillWin #Ukraine #RussiaIsCollapsing #Russia #Putin #PutinsWar #RussiaIsLosing https://t.co/l9ikEI2qPW",Adam_dd2,0,0,0,0
2023-01-07 23:58:45+00:00,1611875013820583936,"This puzzle can no longer be assembled 😁 Previously unseen remnants of the destroyed Russian BMD-4M in the village of Pravdino, Kherson region. #Ukraine #War #UkraineRussiaWar @Rebel44CZ #Україна #ЗСУ #UkraineWar #ВСУ https://t.co/InRVhUSzPw",AlexRaptor94,13,67,557,2
2023-01-07 23:57:02+00:00,1611874584479010816,"Russian mobilized trained as artillerymen complain that their command wants to send them on battlefield as infantry.
#Russis #Ukraine #War #Latest #War #Ukrainewar  #News #New #VIDEOS #belarus #Hunagary #Poland #UkraineRussianWar #RussiaUkraineWar #GyanGanga_ᴀᴜᴅɪᴏʙᴏᴏᴋ https://t.co/RGU9gc5LgE",ManojKu40226010,1,1,3,0
2023-01-06 23:59:53+00:00,1611512912740519936,"Ukraine war: What does facial recognition software make of Putin's backdrop crowd? 
https://t.co/mBWANCj3rr via @BBCNews",twittenup,0,0,0,0
2023-01-06 23:59:15+00:00,1611512752857661442,".@Gerashchenko_en:
#Christmascarol from 105 Separate brigade of territorial defense.
May God protect our #Warriors at the #frontlines!

#Ukraine #War #Russie #Russia #RussianUkrainianWar #UkraineUnderAttack #StopRussia #StopWar #RussiaUkraineWar #StopRussiaNOW #StoptheWar",GSqueri,0,0,1,0
2023-01-05 23:59:27+00:00,1611150414824734720,Russia Ukraine War,naftyhevhgfty,0,0,0,0
2023-01-05 23:58:24+00:00,1611150150113673216,"#UkraineWar #Ukraine #Russia
#US thinks #Putin ally #Prigozhin wants control of salt, gypsum from mines near #Bakhmut https://t.co/tKO8WBkUwl",EUFreeCitizen,0,0,1,0
2023-01-04 23:58:49+00:00,1610787870251286529,"#France will deliver AMX-10 RC combat vehicles to #Ukraine 

War Monitor",Diplomacy140,0,0,0,0
2023-01-04 23:58:08+00:00,1610787696531894272,Ukraine war live updates: Russia blames use of cellphones for deadly Makiivka attack; Putin sends new hypersonic cruise missiles to Atlantic - CNBC https://t.co/dhOa995iHf,LellyRachmi,0,0,0,0
2023-01-03 23:59:58+00:00,1610425769582288896,"Drone Dropping Bomb | Drone warfare in Russia Ukraine war
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/Kv6j0A6psK",HiGk2k,0,0,0,0
2023-01-03 23:59:40+00:00,1610425695645192194,"https://t.co/MjUj9pu8Ig
Ukraine war latest: Russia says 89 of its troops killed in attack on barracks in Makiivka; rocket explodes metres from reporter; Russian torture chamber found",BlazeWoods1,0,0,1,0
2023-01-02 23:58:51+00:00,1610063100945862660,#song for #Ukraine #Russia #Russians #ukrainewar #Ukrainekrieg ‘Haves and havenots’ by Neoschlager is on #SoundCloud https://t.co/8zVWKznSR5,Radioneverno,0,0,2,0
2023-01-02 23:57:27+00:00,1610062749828091905,"Khlopok again visited Voronezh and Kursk: Russians declare air defense work ---#war #UkraineWar 
https://t.co/i8zXrF3DtE",KabalexChild,0,0,0,0
2023-01-01 23:59:54+00:00,1609700975744516097,#Germany has started production of RCH-155 155mm 8x8 wheeled self-propelled howitzers for #Ukraine #Russia #Ukraine #War #Top #VIDEOS #latest https://t.co/WhbDkjDrCm,ManojKu40226010,0,1,4,0
2023-01-01 23:59:29+00:00,1609700873835257857,"Ukraine war: Putin should face trial this year, says top lawyer - BBC News https://t.co/uhyLe53uMO the scumbag murdering tyrant Putin 100% needs to go on trial for breaking numerous Geneva convention laws
HE NEEDS TO PAY FOR HIS CRIMES TO HUMANITY 
GUILTY, GUILTY, GUILTY 🔨",kerr_tel,0,0,0,0
